SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 207E,Washington,DC,20016,279900,1,1.0,Wesley Heights,888,,1960,23,315,762,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-207E/home/9951565,MRIS,DC10193771,N,Y,38.9307588,-77.0829996
MLS Listing,,Condo/Co-op,10401 Grosvenor Pl #305,Rockville,MD,20852,215000,1,1.0,Grosvenor Park Iii,854,,1966,24,252,760,Active,,,http://www.redfin.com/MD/Rockville/10401-Grosvenor-Pl-20852/unit-305/home/10531507,MRIS,MC10192551,N,Y,39.0276956,-77.106617
MLS Listing,,Condo/Co-op,3701 S George Mason Dr Unit 815N,Falls Church,VA,22041,385000,3,2.0,Skyline Plaza,1842,,1973,24,209,931,Active,,,http://www.redfin.com/VA/Falls-Church/3701-S-George-Mason-Dr-22041/unit-815N/home/9657026,MRIS,FX10193581,N,Y,38.8438352,-77.1143467
MLS Listing,,Condo/Co-op,10684 Weymouth St #204,Bethesda,MD,20814,289900,2,1.0,Parkside Codm,1047,,1964,24,277,471,Active,,,http://www.redfin.com/MD/Bethesda/10684-Weymouth-St-20814/unit-204/home/145248225,MRIS,MC10193454,N,Y,39.0297516,-77.090196
MLS Listing,,Condo/Co-op,3616 Connecticut Ave NW #207,Washington,DC,20008,370000,1,1.0,Cleveland Park,667,,1926,24,555,399,Active,,,http://www.redfin.com/DC/Washington/3616-Connecticut-Ave-NW-20008/unit-207/home/10178470,MRIS,DC10193189,N,Y,38.9374534,-77.0598418
MLS Listing,,Condo/Co-op,2230 George C Marshall Dr #706,Falls Church,VA,22043,349000,2,2.0,Renaissance 2230,1049,,1987,25,333,560,Active,,,http://www.redfin.com/VA/Falls-Church/2230-George-C-Marshall-Dr-22043/unit-706/home/9849474,MRIS,FX10192118,N,Y,38.9006936,-77.2138394
MLS Listing,,Condo/Co-op,1504 Lincoln Way #205,Mclean,VA,22102,259900,1,1.0,Fountains At Mclean,779,,1988,26,334,366,Active,April-22-2018 12:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/VA/McLean/1504-Lincoln-Way-22102/unit-205/home/9838378,MRIS,FX10189088,N,Y,38.931491,-77.228972
MLS Listing,,Condo/Co-op,10313 Montrose Ave #201,Bethesda,MD,20814,282500,3,1.0,Parkside Codm,975,,1954,26,290,414,Active,,,http://www.redfin.com/MD/Bethesda/10313-Montrose-Ave-20814/unit-201/home/143203159,MRIS,MC10191248,N,Y,39.0249143,-77.1012001
MLS Listing,,Condo/Co-op,560 N St SW Unit N913,Washington,DC,20024,399000,1,1.0,Waterfront,843,,1966,26,473,1130,Active,,,http://www.redfin.com/DC/Washington/560-N-St-SW-20024/unit-N913/home/74207747,MRIS,DC10191024,N,Y,38.8744909,-77.0189432
MLS Listing,,Condo/Co-op,160 Talbott St #204,Rockville,MD,20852,219900,2,1.0,Woodmont Springs,760,,1961,27,289,330,Active,,,http://www.redfin.com/MD/Rockville/160-Talbott-St-20852/unit-204/home/10532780,MRIS,MC10190460,N,Y,39.070142,-77.133213
MLS Listing,,Townhouse,11025 Candlelight Ln,Potomac,MD,20854,374500,2,2.0,Olde Coach Square,1200,,1979,27,312,300,Active,,,http://www.redfin.com/MD/Potomac/11025-Candlelight-Ln-20854/home/10911086,MRIS,MC10190335,N,Y,39.0382968,-77.1695378
MLS Listing,,Condo/Co-op,1923 Wilson Ln #102,Mclean,VA,22102,227500,1,1.0,Mc Lean Chase,836,,1964,27,272,393,Active,,,http://www.redfin.com/VA/McLean/1923-Wilson-Ln-22102/unit-102/home/9463633,MRIS,FX10190125,N,Y,38.914698,-77.214832
MLS Listing,,Townhouse,3397 Lakeside View Dr Unit 20-8,Falls Church,VA,22041,350000,2,2.5,Waters Edge,1052,,1986,27,333,490,Active,,,http://www.redfin.com/VA/Falls-Church/3397-Lakeside-View-Dr-22041/unit-20-8/home/9649464,MRIS,FX10190001,N,Y,38.858765,-77.141142
MLS Listing,,Single Family Residential,12212 Judson Rd,Silver Spring,MD,20902,399900,4,3.0,Glenmont Forest,1080,7425,1949,27,370,,Active,,,http://www.redfin.com/MD/Silver-Spring/12212-Judson-Rd-20902/home/10987265,MRIS,MC10183874,N,Y,39.0564923,-77.0539841
MLS Listing,,Condo/Co-op,3712 Rosser St Unit T2,Alexandria,VA,22311,168000,2,1.0,Westbriar,882,,1965,28,190,445,Active,,,http://www.redfin.com/VA/Alexandria/3712-N-Rosser-St-22311/unit-T2/home/9654770,MRIS,FX10189794,N,Y,38.8429,-77.128452
MLS Listing,,Condo/Co-op,5201 Wisconsin Ave NW #312,Washington,DC,20015,250000,1,1.0,Chevy Chase,743,,2010,29,336,446,Active,April-28-2018 01:00 PM,April-28-2018 03:00 PM,http://www.redfin.com/DC/Washington/5201-Wisconsin-Ave-NW-20015/unit-312/home/28639096,MRIS,DC10189367,N,Y,38.9572378,-77.0836521
MLS Listing,,Condo/Co-op,1847 Wilson Blvd Unit 5-360,Arlington,VA,22201,285000,1,1.0,Colonial Village,559,,1940,29,510,272,Active,,,http://www.redfin.com/VA/Arlington/1847-Wilson-Blvd-22201/unit-5-360/home/143418347,MRIS,AR10189341,N,Y,38.8931566,-77.0808989
MLS Listing,,Condo/Co-op,10506 Weymouth St Unit W-104,Bethesda,MD,20814,225000,1,1.0,Parkside,788,,1962,29,286,347,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Bethesda/10506-Weymouth-St-20814/unit-W-104/home/145212397,MRIS,MC10189301,N,Y,39.0303035,-77.0959971
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 1202E,Washington,DC,20016,399000,2,1.5,Wesley Heights,1146,,1960,29,348,1025,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-1202E/home/145210954,MRIS,DC10189179,N,Y,38.9307588,-77.0829996
MLS Listing,,Townhouse,1201 Barton St #135,Arlington,VA,22204,305000,1,1.0,Arlington Village,800,,1939,29,381,370,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1201-S-Barton-St-22204/unit-135/home/11272385,MRIS,AR10189180,N,Y,38.8619129,-77.0833453
MLS Listing,,Single Family Residential,10608 Ordway Dr,Silver Spring,MD,20901,394500,4,3.0,Northwood Village,1545,7481,1950,29,255,,Active,,,http://www.redfin.com/MD/Silver-Spring/10608-Ordway-Dr-20901/home/11014707,MRIS,MC10181273,N,Y,39.0301798,-77.016526
MLS Listing,,Condo/Co-op,5017 7th Rd S #301,Arlington,VA,22204,259900,2,1.5,Park Spring,1063,,1969,30,244,502,Active,,,http://www.redfin.com/VA/Arlington/5017-7th-Rd-S-22204/unit-301/home/11259567,MRIS,AR10188346,N,Y,38.8596622,-77.1166461
MLS Listing,,Condo/Co-op,4813 30th St S Unit A1,Arlington,VA,22206,395000,1,2.0,Fairlington Village,1528,,1944,30,259,403,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/4813-30th-St-S-22206/unit-A1/home/11268813,MRIS,AR10188285,N,Y,38.8378191,-77.0997453
MLS Listing,,Condo/Co-op,2325 42nd St NW #209,Washington,DC,20007,379000,2,1.0,Glover Park,905,,1956,30,419,503,Active,,,http://www.redfin.com/DC/Washington/2325-42nd-St-NW-20007/unit-209/home/9958910,MRIS,DC10186882,N,Y,38.9220437,-77.0817272
MLS Listing,,Condo/Co-op,1301 20th St NW #703,Washington,DC,20036,349000,1,1.0,Central,492,,1973,30,709,581,Active,,,http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-703/home/9060286,MRIS,DC10183710,N,Y,38.9076058,-77.0446178
MLS Listing,,Condo/Co-op,3611 38th St NW #209,Washington,DC,20016,324900,1,1.0,Cleveland Park,536,,1985,31,606,256,Active,,,http://www.redfin.com/DC/Washington/3611-38th-St-NW-20016/unit-209/home/81828819,MRIS,DC10187456,N,Y,38.9376784,-77.0746817
MLS Listing,,Condo/Co-op,1245 4th St SW Unit E107,Washington,DC,20024,379900,1,1.0,Southwest Waterfront,822,,1966,31,462,433,Active,,,http://www.redfin.com/DC/Washington/1245-4th-St-SW-20024/unit-E107/home/12057227,MRIS,DC10187414,N,Y,38.8753295,-77.018168
MLS Listing,,Condo/Co-op,4390 Lorcom Ln #801,Arlington,VA,22207,324900,3,2.0,Carlyn Place,1277,,1961,31,254,912,Active,,,http://www.redfin.com/VA/Arlington/4390-Lorcom-Ln-22207/unit-801/home/11234410,MRIS,AR10187246,N,Y,38.8990349,-77.1172609
MLS Listing,,Condo/Co-op,4371 Lee Hwy #403,Arlington,VA,22207,249900,1,1.0,Carlyn Place,662,,1961,31,377,517,Active,,,http://www.redfin.com/VA/Arlington/4371-Lee-Hwy-22207/unit-403/home/11234439,MRIS,AR10187177,N,Y,38.8980832,-77.1156293
MLS Listing,,Condo/Co-op,915 Patrick St N #407,Alexandria,VA,22314,365000,1,1.0,Old Town Commons,650,,2014,31,562,295,Active,,,http://www.redfin.com/VA/Alexandria/915-N-Patrick-St-22314/unit-407/home/59448433,MRIS,AX10187029,N,Y,38.8150105,-77.0480455
MLS Listing,,Condo/Co-op,3353 Stafford St Unit B1,Arlington,VA,22206,369000,2,2.0,Fairlington,1424,,1940,31,259,253,Active,,,http://www.redfin.com/VA/Arlington/3353-S-Stafford-St-22206/unit-B1/home/11270562,MRIS,AR10186905,N,Y,38.8342227,-77.0860768
MLS Listing,,Condo/Co-op,2596-C Arlington Mill Dr #3,Arlington,VA,22206,268000,1,1.0,Windgate Village Iii,622,,1983,31,431,335,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/2596-S-Arlington-Mill-Dr-22206/unit-3/home/11267428,MRIS,AR10186890,N,Y,38.8435333,-77.0945373
MLS Listing,,Condo/Co-op,11710 Old Georgetown Rd #1322,North Bethesda,MD,20852,319900,1,1.0,Gallery At White Flint P,783,,2001,31,409,323,Active,,,http://www.redfin.com/MD/Rockville/11710-Old-Georgetown-Rd-20852/unit-1322/home/145198438,MRIS,MC10186872,N,Y,39.0502137,-77.1124961
MLS Listing,,Condo/Co-op,12407 Braxfield Ct #485,Rockville,MD,20852,180000,2,1.0,Bethesda Park,1036,,1970,31,174,568,Active,,,http://www.redfin.com/MD/Rockville/12407-Braxfield-Ct-20852/unit-485/home/10534052,MRIS,MC10186471,N,Y,39.057272,-77.1050513
MLS Listing,,Condo/Co-op,1250 4th St SW Unit W610,Washington,DC,20024,315000,1,1.0,Rla (sw),539,,1967,31,584,642,Active,,,http://www.redfin.com/DC/Washington/1250-4th-St-SW-20024/unit-W610/home/9886164,MRIS,DC10183494,N,Y,38.8751479,-77.0172683
MLS Listing,,Condo/Co-op,3709 George Mason Dr Unit 406E,Falls Church,VA,22041,319900,3,2.5,Skyline House,1846,,1980,31,173,834,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-406E/home/9659051,MRIS,FX10181749,N,Y,38.8422539,-77.116104
MLS Listing,,Condo/Co-op,3101 Hampton Dr N #1206,Alexandria,VA,22302,239000,1,1.0,Northampton Place,715,,2004,32,334,476,Active,,,http://www.redfin.com/VA/Alexandria/3101-N-Hampton-Dr-22302/unit-1206/home/11877388,MRIS,AX10186864,N,Y,38.8381428,-77.1055022
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #1409,Silver Spring,MD,20910,349900,2,1.0,Mica At Silvr Sping Mtro,1020,,2006,32,343,817,Active,,,http://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-1409/home/11760772,MRIS,MC10186620,N,Y,38.9894781,-77.0302241
MLS Listing,,Condo/Co-op,4242 East West Hwy #1012,Chevy Chase,MD,20815,169900,1,1.0,Riveria Of Chevy Chase,710,,1966,32,239,845,Active,,,http://www.redfin.com/MD/Bethesda/4242-East-West-Hwy-20815/unit-1012/home/10688679,MRIS,MC10186347,N,Y,38.9857475,-77.0862479
MLS Listing,,Condo/Co-op,3517 13th St NW #1,Washington,DC,20010,330000,1,1.0,Columbia Heights,556,,1925,32,594,217,Active,,,http://www.redfin.com/DC/Washington/3517-13th-St-NW-20010/unit-1/home/39956368,MRIS,DC10186259,N,Y,38.9331939,-77.0293919
MLS Listing,,Condo/Co-op,2755 Ordway St NW #108,Washington,DC,20008,355000,1,1.0,Forest Hills,832,,1965,32,427,727,Active,,,http://www.redfin.com/DC/Washington/2755-Ordway-St-NW-20008/unit-108/home/9990394,MRIS,DC10186157,N,Y,38.9359419,-77.0575707
MLS Listing,,Condo/Co-op,2211 Greenery Ln Unit 103-6,Silver Spring,MD,20906,235900,3,2.0,Glenwaye Gardens,1269,,1971,33,186,595,Active,,,http://www.redfin.com/MD/Silver-Spring/2211-Greenery-Ln-20906/unit-103-6/home/11098466,MRIS,MC10185974,N,Y,39.0612178,-77.0482098
MLS Listing,,Condo/Co-op,1530 Key Blvd #202,Arlington,VA,22209,395000,1,1.0,The Atrium Condominium,710,,1986,34,556,482,Active,,,http://www.redfin.com/VA/Arlington/1530-Key-Blvd-22209/unit-202/home/11250376,MRIS,AR10185048,N,Y,38.8960535,-77.0758731
MLS Listing,,Condo/Co-op,5301 Westbard Cir #222,Bethesda,MD,20816,394500,2,2.0,Kenwood Place Codm,1160,,1960,34,340,711,Active,,,http://www.redfin.com/MD/Bethesda/5301-Westbard-Cir-20816/unit-222/home/10691050,MRIS,MC10184931,N,Y,38.9638326,-77.1092334
MLS Listing,,Condo/Co-op,4201 CATHEDRAL Ave NW Unit 420W,WASHINGTON,DC,20016,260000,1,1.0,WASHINGTON,898,,1960,34,290,777,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-420W/home/9952403,BRIGHT MLS,1000284386,N,Y,38.9307588,-77.0829996
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 420W,Washington,DC,20016,260000,1,1.0,Wesley Heights,898,,1960,34,290,777,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-420W/home/145164493,MRIS,DC10184512,N,Y,38.9307588,-77.0829996
MLS Listing,,Townhouse,1842 EAST WEST Hwy,SILVER SPRING,MD,20910,284999,2,1.0,SILVER SPRING,375,,1950,35,760,295,Active,,,http://www.redfin.com/MD/Silver-Spring/1842-East-West-Hwy-20910/unit-1842/home/11093101,BRIGHT MLS,1000279322,N,Y,38.995193,-77.0393839
MLS Listing,,Townhouse,1842 East West Hwy,Silver Spring,MD,20910,284999,2,1.0,Chevy Chase Crest,375,,1950,35,760,295,Active,,,http://www.redfin.com/MD/Silver-Spring/1842-East-West-Hwy-20910/home/28906221,MRIS,MC10183374,N,Y,38.995417,-77.0488927
MLS Listing,,Condo/Co-op,3709 George Mason Dr Unit 1713E,Falls Church,VA,22041,339900,2,2.0,Skyline House,1373,,1980,36,248,673,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-1713E/home/39606815,MRIS,FX10183649,N,Y,38.8422539,-77.116104
MLS Listing,,Condo/Co-op,2400 41st St NW #511,Washington,DC,20007,362000,2,1.0,Glover Park,823,,1959,36,440,528,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/2400-41st-St-NW-20007/unit-511/home/9958858,MRIS,DC10183633,N,Y,38.9221395,-77.0811651
MLS Listing,,Condo/Co-op,7621 Tremayne Pl #101,Mclean,VA,22102,295000,2,2.0,The Colonies,1112,,1974,36,265,578,Active,,,http://www.redfin.com/VA/McLean/7621-Tremayne-Pl-22102/unit-101/home/9400380,MRIS,FX10183579,N,Y,38.917963,-77.20697
MLS Listing,,Condo/Co-op,10401 Grosvenor Pl #420,Rockville,MD,20852,254900,2,1.0,Grosvenor Park Iii,1086,,1979,37,235,943,Active,,,http://www.redfin.com/MD/Rockville/10401-Grosvenor-Pl-20852/unit-420/home/113066717,MRIS,MC10182997,N,Y,39.0276956,-77.106617
MLS Listing,,Condo/Co-op,530 N St SW Unit S-708,Washington,DC,20024,349900,1,1.0,Waterfront,762,,1966,37,459,1045,Active,,,http://www.redfin.com/DC/Washington/530-N-St-SW-20024/unit-S-708/home/113387186,MRIS,DC10182621,N,Y,38.8740144,-77.0184717
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 703W,Washington,DC,20016,329900,1,1.0,Wesley Heights,963,,1960,37,343,744,Active,April-22-2018 01:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-703W/home/145131361,MRIS,DC10182144,N,Y,38.9307588,-77.0829996
MLS Listing,,Condo/Co-op,5101 River Rd #408,Bethesda,MD,20816,299990,1,1.0,The Kenwood,1073,,1969,37,280,805,Active,,,http://www.redfin.com/MD/Bethesda/5101-River-Rd-20816/unit-408/home/10689910,MRIS,MC10179502,N,Y,38.9640697,-77.1013213
MLS Listing,,Condo/Co-op,10201 Grosvenor Pl #618,Rockville,MD,20852,245900,2,1.0,Grosvenor Park I,1059,,1964,37,232,784,Active,April-22-2018 12:00 PM,April-22-2018 02:00 PM,http://www.redfin.com/MD/Rockville/10201-Grosvenor-Pl-20852/unit-618/home/10522363,MRIS,MC10179388,N,Y,39.0250388,-77.105682
MLS Listing,,Condo/Co-op,4500 Four Mile Run Dr #626,Arlington,VA,22204,315000,2,2.0,The Brittany,1150,,2005,38,274,569,Active,,,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-626/home/11281952,MRIS,AR10181816,N,Y,38.854497,-77.105913
MLS Listing,,Condo/Co-op,3705 George Mason Dr Unit 315S,Falls Church,VA,22041,365000,3,2.0,Skyline Plaza,1842,,1975,38,198,887,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Falls-Church/3705-S-George-Mason-Dr-22041/unit-315S/home/9657939,MRIS,FX10175263,N,Y,38.84292,-77.1137662
MLS Listing,,Condo/Co-op,11801 Rockville Pike #1103,Rockville,MD,20852,265999,2,2.0,The Forum,1154,,1968,38,231,890,Active,,,http://www.redfin.com/MD/North-Bethesda/11801-Rockville-Pike-20852/unit-1103/home/10523291,MRIS,MC10177007,N,Y,39.0511034,-77.1131149
MLS Listing,,Condo/Co-op,1801 Clydesdale Pl NW #623,Washington,DC,20009,249000,1,1.0,Mount Pleasant,540,,1950,38,461,387,Active,,,http://www.redfin.com/DC/Washington/1801-Clydesdale-Pl-NW-20009/unit-623/home/28925005,MRIS,DC10180796,N,Y,38.9262616,-77.0435383
MLS Listing,,Condo/Co-op,2465 Army Navy Dr Unit 1-210,Arlington,VA,22206,299990,1,1.0,The Grove At Arlington,701,,2003,38,428,306,Active,,,http://www.redfin.com/VA/Arlington/2465-Army-Navy-Dr-22206/unit-1-210/home/11282262,MRIS,AR10180621,N,Y,38.8482447,-77.0768017
MLS Listing,,Condo/Co-op,1024 Utah St N #518,Arlington,VA,22201,365000,1,1.0,Westview At Ballston,700,,2005,38,521,393,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1024-N-Utah-St-22201/unit-518/home/11280277,MRIS,AR10175233,N,Y,38.8831692,-77.1142032
MLS Listing,,Condo/Co-op,3709-SOUTH George Mason Dr Unit 710 EAST,Falls Church,VA,22041,279900,2,2.0,Skyline House,1389,,1980,39,202,626,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-710-EAST/home/145127297,MRIS,FX10180568,N,Y,38.8422539,-77.116104
MLS Listing,,Condo/Co-op,2300 Pimmit Dr #101,Falls Church,VA,22043,259900,2,2.0,Idylwood Towers,1182,,1974,39,220,791,Active,,,http://www.redfin.com/VA/Falls-Church/2300-Pimmit-Dr-22043/unit-101/home/9479735,MRIS,FX10180199,N,Y,38.8989474,-77.207147
MLS Listing,,Condo/Co-op,1908 Wilson Ln Unit T1,Mclean,VA,22102,250000,2,1.0,Mc Lean Chase,866,,1964,39,289,410,Active,,,http://www.redfin.com/VA/McLean/1908-Wilson-Ln-22102/unit-T1/home/143311169,MRIS,FX10180097,N,Y,38.914636,-77.216274
MLS Listing,,Condo/Co-op,1200-S Arlington Ridge Rd #204,Arlington,VA,22202,245000,1,1.0,The Cavendish,883,,1958,39,277,657,Active,,,http://www.redfin.com/VA/Arlington/1200-S-Arlington-Ridge-Rd-22202/unit-204/home/11275292,MRIS,AR10179765,N,Y,38.862744,-77.0665606
MLS Listing,,Condo/Co-op,4551 Strutfield Ln #4135,Alexandria,VA,22311,315000,2,2.0,Palazzo At Park Center,962,,2000,40,327,405,Active,,,http://www.redfin.com/VA/Alexandria/4551-Strutfield-Ln-22311/unit-4135/home/11877752,MRIS,AX10179565,N,Y,38.8355869,-77.10574
MLS Listing,,Condo/Co-op,1111 Arlington Blvd #920,Arlington,VA,22209,170000,1,1.0,River Place West,559,,1955,41,304,451,Active,,,http://www.redfin.com/VA/Arlington/1111-Arlington-Blvd-22209/unit-920/home/11253239,MRIS,AR10178570,N,Y,38.8924544,-77.0698027
MLS Listing,,Condo/Co-op,1125 12th St NW Unit B1,Washington,DC,20005,335900,3,2.0,Old City #2,1024,,1910,43,328,1089,Active,,,http://www.redfin.com/DC/Washington/1125-12th-St-NW-20005/unit-B1/home/12533462,MRIS,DC10176961,N,Y,38.9047961,-77.0278937
MLS Listing,,Condo/Co-op,5500 FRIENDSHIP Blvd Unit 1101N,CHEVY CHASE,MD,20815,225000,1,1.0,CHEVY CHASE,495,,1968,43,455,374,Active,,,http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1101N/home/10691848,BRIGHT MLS,1000253354,N,Y,38.9631191,-77.089318
MLS Listing,,Condo/Co-op,5500 Friendship Blvd Unit 1101N,Chevy Chase,MD,20815,225000,1,1.0,Willoughby Of Ch Ch Codm,495,,1968,43,455,374,Active,,,http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1101N/home/143700131,MRIS,MC10176931,N,Y,38.9631191,-77.089318
MLS Listing,,Condo/Co-op,2311 Pimmit Dr #715,Falls Church,VA,22043,255000,2,2.0,Idylwood Towers,1182,,1974,43,216,786,Active,,,http://www.redfin.com/VA/Falls-Church/2311-Pimmit-Dr-22043/unit-715/home/9479515,MRIS,FX10176865,N,Y,38.898085,-77.205321
